epoch,accuracy,loss,val_accuracy,val_loss
0,0.48750001192092896,1.610877513885498,0.6433566212654114,1.0265368223190308
1,0.8125,0.6194338202476501,0.6512237787246704,0.7966682314872742
2,0.9399999976158142,0.2588909864425659,0.7014859914779663,0.7444025278091431
3,0.9850000143051147,0.09982913732528687,0.7220279574394226,0.7475172281265259
4,0.987500011920929,0.05698718503117561,0.7250874042510986,0.7802747488021851
5,0.9975000023841858,0.02943510003387928,0.7648601531982422,0.6727071404457092
6,0.9900000095367432,0.03157496079802513,0.8055070042610168,0.5766582489013672
7,1.0,0.013519699685275555,0.8312937021255493,0.4994840919971466
8,1.0,0.014729125425219536,0.8413461446762085,0.4629368185997009
9,1.0,0.013751650229096413,0.8579545617103577,0.4282822906970978
10,1.0,0.008043852634727955,0.8793706297874451,0.3804243803024292
11,1.0,0.005234947428107262,0.8771852850914001,0.3657684326171875
12,0.9975000023841858,0.009086718782782555,0.8907342553138733,0.34460705518722534
13,1.0,0.007051234133541584,0.8837412595748901,0.3558724820613861
14,1.0,0.007622408214956522,0.8907342553138733,0.3194600045681
15,0.9950000047683716,0.011335670948028564,0.9077796936035156,0.26885294914245605
16,1.0,0.005493090022355318,0.9160839319229126,0.2704242765903473
17,1.0,0.006473598536103964,0.9099650382995605,0.27517762780189514
18,0.9975000023841858,0.007981094531714916,0.8999125957489014,0.2897903025150299
19,0.9925000071525574,0.027169227600097656,0.8535839319229126,0.45620545744895935
20,0.9950000047683716,0.039135511964559555,0.8850524425506592,0.3361433446407318
21,1.0,0.015262496657669544,0.8964160680770874,0.2948070466518402
22,0.9975000023841858,0.01657700538635254,0.8911713361740112,0.3357072174549103
23,1.0,0.01032214891165495,0.8627622127532959,0.4653509259223938
24,1.0,0.010594567283987999,0.8706293702125549,0.44963499903678894
25,0.9975000023841858,0.010557925328612328,0.8819929957389832,0.4081724286079407
