epoch,accuracy,loss,val_accuracy,val_loss
0,0.5350000262260437,1.4613139629364014,0.6682692170143127,0.978303074836731
1,0.9350000023841858,0.38892945647239685,0.7705419659614563,0.6902850270271301
2,0.9850000143051147,0.12027584761381149,0.751311182975769,0.6206618547439575
3,0.9950000047683716,0.04825730621814728,0.8199300765991211,0.492988258600235
4,0.9975000023841858,0.027488429099321365,0.8518356680870056,0.43137219548225403
5,0.9950000047683716,0.015208843164145947,0.8706293702125549,0.3840659260749817
6,0.9975000023841858,0.014053910970687866,0.8889859914779663,0.32855209708213806
7,0.9825000166893005,0.05854092538356781,0.7967657446861267,0.6126182675361633
8,0.9950000047683716,0.02289183810353279,0.8771852850914001,0.35740524530410767
9,1.0,0.0106820622459054,0.8933566212654114,0.31966203451156616
10,1.0,0.01004874613136053,0.9025349617004395,0.3001716434955597
11,1.0,0.00728837912902236,0.9077796936035156,0.2802519202232361
12,1.0,0.0041105300188064575,0.9073426723480225,0.27960941195487976
13,1.0,0.0027758674696087837,0.9082167744636536,0.2766883075237274
14,1.0,0.0031073824502527714,0.9077796936035156,0.2697850167751312
15,1.0,0.0028869560919702053,0.9095279574394226,0.2620851397514343
16,1.0,0.002605207497254014,0.9156468510627747,0.2598349153995514
17,0.9975000023841858,0.004501633811742067,0.9064685106277466,0.2905583083629608
18,1.0,0.003965040668845177,0.9003496766090393,0.33415061235427856
19,0.9925000071525574,0.020655250176787376,0.882867157459259,0.372979998588562
20,0.9925000071525574,0.035267919301986694,0.8636363744735718,0.46612104773521423
21,1.0,0.0069959270767867565,0.8907342553138733,0.3670743703842163
22,1.0,0.003372883191332221,0.9042832255363464,0.3279933035373688
23,1.0,0.002868407405912876,0.9108391404151917,0.30469948053359985
24,1.0,0.001955147599801421,0.9138985872268677,0.2911492884159088
25,1.0,0.0021124952472746372,0.9160839319229126,0.2835783064365387
26,1.0,0.0022488755639642477,0.9165209531784058,0.2791876494884491
