epoch,accuracy,loss,val_accuracy,val_loss
0,0.36319929361343384,1.6902519464492798,0.13548950850963593,2.1081645488739014
1,0.5939685106277466,1.1752830743789673,0.13548950850963593,2.3629257678985596
2,0.7058566212654114,0.8534619212150574,0.16215035319328308,2.8719801902770996
3,0.7596153616905212,0.6997908353805542,0.13548950850963593,3.499363660812378
4,0.7705419659614563,0.6308634877204895,0.13548950850963593,4.0808000564575195
5,0.8116258978843689,0.5386134386062622,0.13548950850963593,4.561952590942383
6,0.8229895234107971,0.4989839494228363,0.13548950850963593,5.080647945404053
7,0.8413461446762085,0.45944684743881226,0.14379370212554932,5.086015224456787
8,0.8474650382995605,0.42341312766075134,0.19143356382846832,4.6422953605651855
9,0.870192289352417,0.3796849846839905,0.2714160978794098,4.154431343078613
10,0.8854895234107971,0.3356567919254303,0.28409090638160706,3.3988938331604004
11,0.8924825191497803,0.3146952986717224,0.34921327233314514,2.7698216438293457
12,0.8876748085021973,0.31189826130867004,0.3513985872268677,2.585177421569824
13,0.8986014127731323,0.28653478622436523,0.5677447319030762,1.35713791847229
14,0.9130244851112366,0.2536083161830902,0.6560314893722534,1.0725096464157104
15,0.9230769276618958,0.23007410764694214,0.7858391404151917,0.5841072797775269
16,0.934003472328186,0.21074914932250977,0.8243007063865662,0.49203410744667053
17,0.9274475574493408,0.19992870092391968,0.8474650382995605,0.40000560879707336
18,0.943618893623352,0.18026867508888245,0.8929196000099182,0.2932690382003784
19,0.9427447319030762,0.16879889369010925,0.9366258978843689,0.20667286217212677
20,0.9493007063865662,0.15733538568019867,0.9318181872367859,0.21510711312294006
21,0.9532342553138733,0.14342953264713287,0.9506118893623352,0.17258331179618835
22,0.9611014127731323,0.1347564458847046,0.9440559148788452,0.17491021752357483
23,0.9602272510528564,0.12627102434635162,0.9418706297874451,0.18190345168113708
24,0.9672203063964844,0.11334963142871857,0.939248263835907,0.17610391974449158
25,0.9672203063964844,0.11158900707960129,0.9427447319030762,0.18711070716381073
26,0.9698426723480225,0.10185296088457108,0.9514859914779663,0.15453946590423584
27,0.9549825191497803,0.1310160607099533,0.9497377872467041,0.16079801321029663
28,0.9606643319129944,0.1140369325876236,0.938811182975769,0.19611504673957825
29,0.9698426723480225,0.09709086269140244,0.9641608595848083,0.1275898665189743
30,0.9694055914878845,0.09218057245016098,0.9265734553337097,0.2313019037246704
31,0.9711538553237915,0.09654016047716141,0.932692289352417,0.20871150493621826
32,0.9781468510627747,0.07672378420829773,0.9650349617004395,0.13166262209415436
33,0.9777097702026367,0.07454710453748703,0.9680944085121155,0.11938819289207458
34,0.9847028255462646,0.05853232741355896,0.9506118893623352,0.14128993451595306
35,0.9829545617103577,0.06000332906842232,0.9606643319129944,0.13476110994815826
36,0.9689685106277466,0.09213940054178238,0.9685314893722534,0.11787450313568115
37,0.9772727489471436,0.06454318761825562,0.9366258978843689,0.1830219179391861
38,0.9873251914978027,0.047323308885097504,0.9742133021354675,0.10977494716644287
39,0.9873251914978027,0.04834938049316406,0.9685314893722534,0.10667937994003296
40,0.9860140085220337,0.052584998309612274,0.9523601531982422,0.15050847828388214
41,0.9864510297775269,0.04284857213497162,0.9702796936035156,0.10910920798778534
42,0.9873251914978027,0.03893304243683815,0.9615384340286255,0.13567815721035004
43,0.9855769276618958,0.046984657645225525,0.9654720425605774,0.10607466846704483
44,0.9881992936134338,0.04536082223057747,0.9645978808403015,0.1182161197066307
45,0.9873251914978027,0.046566255390644073,0.9702796936035156,0.12129998207092285
46,0.9881992936134338,0.035446975380182266,0.9724650382995605,0.12450550496578217
47,0.9860140085220337,0.04378187283873558,0.9702796936035156,0.12950399518013
48,0.9912587404251099,0.04119417816400528,0.9711538553237915,0.11804363131523132
49,0.9890734553337097,0.03576252982020378,0.9729021191596985,0.09896263480186462
50,0.9895104765892029,0.039351288229227066,0.9711538553237915,0.1189497858285904
51,0.9908216595649719,0.03302738815546036,0.9755244851112366,0.11323951184749603
52,0.9916958212852478,0.0339038223028183,0.9729021191596985,0.10504110902547836
53,0.992132842540741,0.031777601689100266,0.9707167744636536,0.12505200505256653
54,0.9881992936134338,0.03794976323843002,0.9667832255363464,0.12922748923301697
55,0.9803321957588196,0.05554324761033058,0.9650349617004395,0.13471633195877075
56,0.992132842540741,0.03353727608919144,0.9680944085121155,0.11805863678455353
57,0.9886363744735718,0.03258443623781204,0.9672203063964844,0.11495380848646164
58,0.9903846383094788,0.0369112566113472,0.9711538553237915,0.11213000118732452
59,0.9890734553337097,0.03706846013665199,0.9619755148887634,0.1346762329339981
60,0.9877622127532959,0.03589180111885071,0.9702796936035156,0.1205562874674797
61,0.9930070042610168,0.02879599668085575,0.9777097702026367,0.09665440022945404
62,0.9916958212852478,0.027075577527284622,0.9711538553237915,0.12770907580852509
63,0.9916958212852478,0.02558191865682602,0.9720279574394226,0.11589256674051285
64,0.9956293702125549,0.02640875056385994,0.9755244851112366,0.09218022227287292
65,0.9912587404251099,0.02624756284058094,0.9737762212753296,0.11776729673147202
66,0.9842657446861267,0.04412911832332611,0.9501748085021973,0.20083093643188477
67,0.9912587404251099,0.033192429691553116,0.9645978808403015,0.14059337973594666
68,0.9903846383094788,0.034767504781484604,0.9680944085121155,0.12573027610778809
69,0.9956293702125549,0.018949495628476143,0.9794580340385437,0.09734948724508286
70,0.9956293702125549,0.0187373086810112,0.9768356680870056,0.0936441719532013
71,0.993881106376648,0.017464788630604744,0.9768356680870056,0.10307882726192474
72,0.996940553188324,0.020359139889478683,0.9785839319229126,0.08304979652166367
73,0.995192289352417,0.01669788360595703,0.9798951148986816,0.09873870015144348
74,0.9930070042610168,0.026804925873875618,0.9733391404151917,0.1086646318435669
75,0.992132842540741,0.02468818984925747,0.9711538553237915,0.12711824476718903
76,0.9947552680969238,0.023242762312293053,0.9724650382995605,0.11442935466766357
77,0.9903846383094788,0.029112951830029488,0.9541084170341492,0.16280703246593475
78,0.9912587404251099,0.027919534593820572,0.9759615659713745,0.10049217939376831
79,0.9881992936134338,0.03956246376037598,0.9746503233909607,0.11028400808572769
80,0.9908216595649719,0.02936451882123947,0.9689685106277466,0.12925969064235687
81,0.9908216595649719,0.028753910213708878,0.9532342553138733,0.17132867872714996
82,0.9934440851211548,0.024641478434205055,0.9746503233909607,0.11103465408086777
83,0.9899475574493408,0.028729252517223358,0.9781468510627747,0.09157278388738632
84,0.9912587404251099,0.030139649286866188,0.9602272510528564,0.14516378939151764
85,0.995192289352417,0.02317318692803383,0.9763985872268677,0.10030245035886765
86,0.998688817024231,0.010696601122617722,0.9785839319229126,0.09962208569049835
87,0.9947552680969238,0.020823607221245766,0.9729021191596985,0.10524764657020569
88,0.9973776340484619,0.012958013452589512,0.9742133021354675,0.11365407705307007
89,0.9956293702125549,0.0151349613443017,0.9790209531784058,0.09508342295885086
90,0.9978147149085999,0.013759627006947994,0.9759615659713745,0.1055673286318779
91,0.996940553188324,0.013350146822631359,0.9816433787345886,0.08999267965555191
92,0.996940553188324,0.01436202134937048,0.9794580340385437,0.09772557020187378
