epoch,accuracy,loss,val_accuracy,val_loss
0,0.5668706297874451,1.2293511629104614,0.14160838723182678,2.2825095653533936
1,0.7504370808601379,0.7272336483001709,0.15734265744686127,3.0028414726257324
2,0.8243007063865662,0.4991845190525055,0.15734265744686127,3.202178478240967
3,0.8859265446662903,0.32704317569732666,0.15734265744686127,4.1886138916015625
4,0.9003496766090393,0.2832220494747162,0.15734265744686127,4.967899799346924
5,0.9195803999900818,0.22647422552108765,0.15734265744686127,5.50319242477417
6,0.9519230723381042,0.1548985242843628,0.15734265744686127,6.326155185699463
7,0.9611014127731323,0.1194198727607727,0.15734265744686127,6.763492584228516
8,0.9637237787246704,0.12483374029397964,0.13548950850963593,8.303091049194336
9,0.9742133021354675,0.08337143808603287,0.13548950850963593,9.414445877075195
10,0.9624125957489014,0.10688740760087967,0.13548950850963593,9.496349334716797
11,0.9567307829856873,0.12406457215547562,0.22989509999752045,7.519895076751709
12,0.9593531489372253,0.12199816852807999,0.13548950850963593,9.238116264343262
13,0.9431818127632141,0.1451634019613266,0.31293705105781555,6.22278356552124
14,0.9632866978645325,0.10432163625955582,0.3649475574493408,4.746730804443359
15,0.9689685106277466,0.09873002767562866,0.39597901701927185,4.33300256729126
16,0.9746503233909607,0.07595329731702805,0.5371503233909607,2.3940913677215576
17,0.9750874042510986,0.0767640545964241,0.6534090638160706,1.4201302528381348
18,0.9672203063964844,0.08994171023368835,0.8387237787246704,0.5519123077392578
19,0.9737762212753296,0.07713323086500168,0.9379370808601379,0.21254177391529083
20,0.9798951148986816,0.061668768525123596,0.9440559148788452,0.17707490921020508
21,0.9694055914878845,0.08580297976732254,0.9536713361740112,0.16569598019123077
22,0.9829545617103577,0.0491085946559906,0.9558566212654114,0.16016846895217896
23,0.9807692170143127,0.06374216824769974,0.9571678042411804,0.16983665525913239
24,0.9864510297775269,0.04019612818956375,0.9401223659515381,0.22505903244018555
25,0.9855769276618958,0.0392756462097168,0.9584790468215942,0.1501920223236084
26,0.9886363744735718,0.034652531147003174,0.9632866978645325,0.14276431500911713
27,0.9886363744735718,0.032507799565792084,0.9720279574394226,0.11981058120727539
28,0.9847028255462646,0.03766448423266411,0.9750874042510986,0.11081991344690323
29,0.9807692170143127,0.05167808756232262,0.9331293702125549,0.25366514921188354
30,0.9746503233909607,0.07604502886533737,0.9611014127731323,0.1505763679742813
31,0.9798951148986816,0.04604711756110191,0.9562937021255493,0.16296349465847015
32,0.9860140085220337,0.03607606515288353,0.9497377872467041,0.2128535360097885
33,0.9916958212852478,0.038045626133680344,0.9680944085121155,0.14115627110004425
34,0.992132842540741,0.026533709838986397,0.9532342553138733,0.18282899260520935
35,0.9886363744735718,0.03160109743475914,0.9597902297973633,0.16537700593471527
36,0.9930070042610168,0.021457552909851074,0.9632866978645325,0.13861772418022156
37,0.9899475574493408,0.02995644137263298,0.9606643319129944,0.17337080836296082
38,0.9899475574493408,0.032318115234375,0.9685314893722534,0.15169715881347656
39,0.9838286638259888,0.04276664927601814,0.9602272510528564,0.1550265997648239
40,0.9864510297775269,0.0467921607196331,0.9138985872268677,0.34589144587516785
41,0.9772727489471436,0.0757533460855484,0.9497377872467041,0.2113156020641327
42,0.9750874042510986,0.07202991843223572,0.8889859914779663,0.5053893327713013
43,0.9737762212753296,0.07089018821716309,0.8789335489273071,0.4563920795917511
44,0.9877622127532959,0.03359024226665497,0.9506118893623352,0.19780245423316956
45,0.9912587404251099,0.020348109304904938,0.9733391404151917,0.13508017361164093
46,0.993881106376648,0.014366225339472294,0.9755244851112366,0.11801107227802277
47,0.9890734553337097,0.039553649723529816,0.9729021191596985,0.13911597430706024
48,0.9903846383094788,0.024206895381212234,0.9720279574394226,0.14248009026050568
